population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1983,0.06046841458147866,0.08014540232722553,0.046230665517918566
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1983,2769.8272890185854,5396.251321600902,1405.5617124081095
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1983,5.96399028036274e-05,0.0001167368372203026,3.0513036427804303e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1983,0.058680689242063225,0.11432328222426243,0.029777788089302443
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,1983,10920.221511943517,15195.578664417184,7675.94361710172
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,2,Percent,1983,0.00023510592043024083,0.00032517436309096795,0.00016496723613864555
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,3,Rate,1983,0.23135237620678642,0.32192874732486887,0.16262012574594223
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,1984,111455.07026324703,126351.45622849406,99370.67626229834
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,1984,0.0023814220983403873,0.002699906986884249,0.0021193583641699243
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1984,2.3185276112148325,2.6284074765826735,2.0671437926965504
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,1984,29252.822943008807,36950.867086057806,22612.96846511575
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,2,Percent,1984,0.0006250393222472014,0.0007876618034697047,0.00048112087080775335
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1984,0.608527521800055,0.7686649462873749,0.470402931280461
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,1984,2982.665770153696,3944.3560266001055,2277.265269020114
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1984,6.372618014559878e-05,8.415094315367583e-05,4.853425723240569e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1984,0.06204646344749634,0.08205188274103685,0.047372473875015676
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1984,2931.7934231660265,5543.991818720143,1502.355129743672
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1984,6.26412139444597e-05,0.00011822794363107465,3.2302286128006234e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1984,0.06098819897500864,0.11532806966692508,0.03125252033787078
